mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_criterion	param_max_depth	param_min_samples_leaf	param_min_samples_split	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
14.728332042694092	0.04052770949471427	0.08754243850708007	0.016602363706105912	gini		5	20	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 20}	0.7856521038207319	0.7859584072223118	0.7855956795099146	0.7849266483959374	0.7844170918675791	0.785309986163295	0.0005591642186002172	473
14.676856088638306	0.095557688041282	0.12114253044128417	0.011026835360733064	gini		5	30	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 30}	0.7907061099467999	0.7906093825568273	0.7914154441399323	0.7888360470739965	0.7901966000048364	0.7903527167444785	0.0008537930589411199	380
14.535735893249512	0.0771711160105503	0.11056790351867676	0.0196872308661335	gini		5	50	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 50}	0.7960583588586168	0.7966226019667902	0.7956714492987265	0.7949218120264389	0.79608089699256	0.7958710238286264	0.0005629998036524933	360
14.377291059494018	0.0855487112964679	0.07701692581176758	0.008879059456042573	gini		5	100	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 100}	0.8013864259229405	0.8017733354828309	0.8010962437530227	0.8005964855714977	0.8010623977301122	0.8011829776920809	0.00038883127823216714	206
14.482026290893554	0.06797169093179926	0.11554179191589356	0.018276271284645894	gini		10	2	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2}	0.7889408350798001	0.79039980654522	0.7908270191842657	0.787449621151056	0.7907366656187782	0.789670789515824	0.0013016026371746642	442
14.449589347839355	0.10404200473498543	0.11474471092224121	0.02231851969442884	gini		10	5	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 5}	0.7892148960180558	0.7899887151378365	0.7908673222634209	0.7871916814444624	0.790728604937973	0.7895982439603497	0.0013400926988266526	448
14.509412097930909	0.14017759403905952	0.08281950950622559	0.013169606838288163	gini		10	10	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10}	0.7896421086571014	0.7899564726745123	0.7909398678059004	0.7872400451394487	0.7905432092794558	0.7896643407112837	0.0012932458155365558	443
14.385633325576782	0.04929189161498425	0.10652813911437989	0.006776271092938221	gini		10	20	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 20}	0.788908592616476	0.7901015637594713	0.7906819280993068	0.7873851362244075	0.7906802408531425	0.7895514923105608	0.0012618205619209302	451
14.368450117111205	0.09853103916820663	0.11347427368164062	0.01582048784781022	gini		10	30	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 30}	0.794123811059165	0.7946880541673383	0.7942930839916169	0.7931162340802838	0.794718641936498	0.7941879650469804	0.0005823195138442625	361
14.371251249313355	0.12018999254577639	0.092643404006958	0.026840602928789883	gini		10	50	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 50}	0.7987183620828632	0.7991375141060777	0.7990488473319362	0.7982266645171691	0.7998049315245166	0.7989872639125125	0.0005188000763531798	282
14.05727424621582	0.051655446775493205	0.07122173309326171	0.017845789946620384	gini		10	100	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 100}	0.8023698210543285	0.8030872158632919	0.8024665484443011	0.8022005481218765	0.8032226601858793	0.8026693587339354	0.00040777084308277016	165
14.038559532165527	0.11820614174391557	0.11813197135925294	0.011975545624472487	gini		20	2	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 20, 'min_samples_split': 2}	0.8007335160406255	0.8000483636949863	0.8023698210543285	0.7996614541350959	0.8006190602858317	0.8006864430421736	0.0009271747783219035	222
14.881825828552246	0.829452903231447	0.07962722778320312	0.013902485126942952	gini		20	5	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 20, 'min_samples_split': 5}	0.8008463646622602	0.8000564243108174	0.8024101241334838	0.799669514750927	0.8005062107545603	0.8006977277224097	0.000944411471549038	221
14.785234069824218	0.6401400326003065	0.06821656227111816	0.0068544513747151635	gini		20	10	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 20, 'min_samples_split': 10}	0.800975334515557	0.8001047880058036	0.8024665484443011	0.7997743027567306	0.8010220943260867	0.8008686136096959	0.000934803424659484	214
14.335126972198486	0.2157442270194817	0.11425127983093261	0.018992178292208964	gini		20	20	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 20, 'min_samples_split': 20}	0.8009350314364018	0.8001128486216347	0.802442366596808	0.799838787683379	0.8007077277746879	0.8008073524225823	0.0009077391183060911	217
14.950740909576416	0.7013279194438394	0.07682604789733886	0.020144914657692584	gini		20	30	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 20, 'min_samples_split': 30}	0.8010559406738674	0.8001289698532968	0.8025632758342738	0.7995566661292923	0.8008205773059592	0.800825085959338	0.001016669539904488	216
14.945664978027343	0.6534734236119978	0.08034744262695312	0.013048800128824277	gini		20	50	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 20, 'min_samples_split': 50}	0.8025874576817669	0.8013461228437853	0.8029743672416573	0.8009511526680638	0.8023359852973182	0.8020390171465184	0.00076516776487417	183
14.244287157058716	0.21030754708573815	0.0892190933227539	0.015439715745317707	gini		20	100	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 20, 'min_samples_split': 100}	0.8041834596163147	0.8044333387070772	0.8032726100274061	0.804562308560374	0.8048509177085097	0.8042605269239363	0.0005387794560571921	92
14.74879560470581	0.5911360535654352	0.055612707138061525	0.0036124089862953983	gini		30	2	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 30, 'min_samples_split': 2}	0.8036837014347896	0.8045784297920361	0.8043043688537804	0.8047880058036434	0.8043672768602036	0.8043443565488906	0.00037153855267469874	86
14.116080236434936	0.09153305812020388	0.06761732101440429	0.018121931041614043	gini		30	5	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 30, 'min_samples_split': 5}	0.8038046106722554	0.8046267934870224	0.8043285507012736	0.8047880058036434	0.8041899418824914	0.8043475805093372	0.0003440821532779472	85
14.062275981903076	0.18067193624261435	0.09477071762084961	0.028124299533544252	gini		30	10	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 30, 'min_samples_split': 10}	0.8037965500564244	0.8046429147186845	0.8043204900854425	0.8048686119619539	0.8042947307329577	0.8043846595110926	0.0003630381131336801	80
14.126900625228881	0.08393878776810029	0.06272315979003906	0.013436833770320565	gini		30	20	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 30, 'min_samples_split': 20}	0.8037965500564244	0.8046106722553603	0.8041350959213284	0.8048686119619539	0.8043350341369833	0.8043491928664099	0.0003713811289235299	84
13.950163221359253	0.09571301811375546	0.06461410522460938	0.009771421676957976	gini		30	30	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 30, 'min_samples_split': 30}	0.8037884894405932	0.8046267934870224	0.8041995808479768	0.8049492181202644	0.8043430948177883	0.804381435342729	0.00039209789527893237	83
14.061754894256591	0.19943576979341623	0.08081927299499511	0.008911098287922544	gini		30	50	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 30, 'min_samples_split': 50}	0.8037562469772691	0.8046670965661776	0.8043285507012736	0.8048444301144607	0.804318912775373	0.8043830474269107	0.00037242981840692764	82
13.881337881088257	0.06977651301045304	0.05492167472839356	0.00220642520596122	gini		30	100	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 30, 'min_samples_split': 100}	0.8044252780912462	0.8055618249234241	0.8040544897630179	0.8052555215218443	0.8055118935345279	0.8049618015668122	0.0006099135615064121	53
13.46501054763794	0.06604635217558275	0.05622119903564453	0.010436240203745346	gini		50	2	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 50, 'min_samples_split': 2}	0.8056746735450588	0.8056585523133968	0.8055860067709173	0.8051990972110269	0.8064308111463094	0.8057098281973417	0.00039996483959906827	24
13.459885168075562	0.1311563473638343	0.06073260307312012	0.00524778846244697	gini		50	5	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 50, 'min_samples_split': 5}	0.8056827341608899	0.8056021280025794	0.8056907947767209	0.8051426729002096	0.8064066291038942	0.8057049917888588	0.0004049136624185241	27
13.50721879005432	0.1142583724439282	0.06202268600463867	0.0068111656493536656	gini		50	10	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 50, 'min_samples_split': 10}	0.8057149766242141	0.8056101886184105	0.8056182492342415	0.8051668547477028	0.8066162068048267	0.805745295205879	0.00047505664127925616	19
13.490626811981201	0.1457229830593554	0.05421180725097656	0.01149969131776938	gini		50	20	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 50, 'min_samples_split': 20}	0.8056907947767209	0.8056504916975656	0.8057391584717072	0.8052152184426891	0.8064711145503349	0.8057533555878035	0.00040483722861163555	18
13.43824634552002	0.07822258403790588	0.06161665916442871	0.008141576324772847	gini		50	30	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 50, 'min_samples_split': 30}	0.8056746735450588	0.8056666129292278	0.8055295824601	0.8051910365951959	0.80647917523114	0.8057082161521445	0.00042346629764168365	25
13.461965465545655	0.10693986603194337	0.062126541137695314	0.0090289452103663	gini		50	50	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 50, 'min_samples_split': 50}	0.8057230372400451	0.8056504916975656	0.8057230372400451	0.8052071578268579	0.8063824470614788	0.8057372342131985	0.0003755550471112257	20
13.46489691734314	0.1619924137196158	0.05331563949584961	0.005094382835368806	gini		50	100	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 50, 'min_samples_split': 100}	0.805698855392552	0.8056101886184105	0.8057714009350314	0.8051668547477028	0.8065275393159707	0.8057549678019335	0.0004398007210521251	17
12.874227857589721	0.04764371774688582	0.05293583869934082	0.005055020014929529	gini		100	2	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 100, 'min_samples_split': 2}	0.8026600032242464	0.8048121876511366	0.8029904884733193	0.8035547315814928	0.8019007085338428	0.8031836238928076	0.0009744016158255562	140
12.967605924606323	0.06413861559591853	0.056729602813720706	0.005289466452339161	gini		100	5	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 100, 'min_samples_split': 5}	0.8026519426084153	0.8048121876511366	0.8029743672416573	0.8035547315814928	0.801836223087402	0.8031658904340209	0.0009930086322255825	144
13.043374490737914	0.048679675867668824	0.049011850357055665	0.004429291319762967	gini		100	10	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 100, 'min_samples_split': 10}	0.8026519426084153	0.8048121876511366	0.8029904884733193	0.8035547315814928	0.8018604051298173	0.8031739510888363	0.000985937846826485	143
12.983563089370728	0.05014667188271124	0.050315332412719724	0.00467173413710308	gini		100	20	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 100, 'min_samples_split': 20}	0.8026519426084153	0.8048121876511366	0.8029904884733193	0.8035547315814928	0.8019007085338428	0.8031820117696414	0.0009752728780746702	141
13.093762922286988	0.20637586908259242	0.05403532981872559	0.0035631320357690003	gini		100	30	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 100, 'min_samples_split': 30}	0.8026600032242464	0.8047880058036434	0.8029904884733193	0.8035547315814928	0.801836223087402	0.8031658904340209	0.000983581077474433	144
13.126822376251221	0.225715417560464	0.05742015838623047	0.010343680974264937	gini		100	50	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 100, 'min_samples_split': 50}	0.8026600032242464	0.8048363694986297	0.8029743672416573	0.8035547315814928	0.8019007085338428	0.8031852360159737	0.0009831698457868857	139
15.004761886596679	0.08921313227806187	0.06695022583007812	0.008127592086489633	gini		100	100	{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 100, 'min_samples_split': 100}	0.8026600032242464	0.8047880058036434	0.8029904884733193	0.8035547315814928	0.8018765264914275	0.8031739511148259	0.0009727566942199972	142
2.07985577583313	0.025706513828179654	0.03281989097595215	0.0019468584943505877	gini	2	1	2	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 2}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.286013126373291	0.09516497945435218	0.0346074104309082	0.00407955354735615	gini	2	1	5	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 5}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.3300686359405516	0.09526743659380871	0.03303384780883789	0.002668252603414298	gini	2	1	10	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 10}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.341064786911011	0.09797551285798867	0.03370952606201172	0.0028263067528202642	gini	2	1	20	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 20}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.367501735687256	0.1717111983774648	0.031415891647338864	0.0020500206508097833	gini	2	1	30	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 30}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.3519168853759767	0.1860885943584707	0.03940873146057129	0.01054132623150951	gini	2	1	50	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 50}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.3058711528778075	0.08698589373189707	0.03245997428894043	0.003344993740797722	gini	2	1	100	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 100}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.4621349334716798	0.10593433248973361	0.03140535354614258	0.0027998827463383757	gini	2	5	2	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 5, 'min_samples_split': 2}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.380875492095947	0.24339273591098706	0.034717130661010745	0.003069173014155696	gini	2	5	5	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 5, 'min_samples_split': 5}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.445405054092407	0.1426234361925261	0.0351104736328125	0.008329719186671095	gini	2	5	10	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 5, 'min_samples_split': 10}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.3995771408081055	0.15765354351345065	0.03071117401123047	0.002750448400545105	gini	2	5	20	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 5, 'min_samples_split': 20}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.4104447841644285	0.12637574139727198	0.036208724975585936	0.004578413193632154	gini	2	5	30	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 5, 'min_samples_split': 30}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.4434472560882567	0.021005027425245154	0.035910415649414065	0.0034735133955672137	gini	2	5	50	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 5, 'min_samples_split': 50}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.4869606494903564	0.12664718540024875	0.038953638076782225	0.005237641356306711	gini	2	5	100	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 5, 'min_samples_split': 100}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.560965633392334	0.10417057905802837	0.03491334915161133	0.0032556062315636965	gini	2	10	2	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 2}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5277857303619387	0.12216109385743536	0.03341441154479981	0.001848575419747394	gini	2	10	5	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 5}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.48157114982605	0.04992663289748518	0.03300657272338867	0.0016735134443671544	gini	2	10	10	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 10}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.501973009109497	0.12923639772501844	0.03561687469482422	0.004681452745634356	gini	2	10	20	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 20}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.572010374069214	0.11567587839215074	0.03640866279602051	0.0031373070384804512	gini	2	10	30	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 30}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5101198673248293	0.18589469072827405	0.03734455108642578	0.0041947045259428314	gini	2	10	50	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 50}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.4415845394134523	0.06593010693745618	0.03734025955200195	0.002239987113046485	gini	2	10	100	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 100}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5243249416351317	0.08245626642723132	0.03160848617553711	0.00372173256353222	gini	2	20	2	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 20, 'min_samples_split': 2}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.566980314254761	0.146464371952372	0.03751296997070312	0.0025873470006025786	gini	2	20	5	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 20, 'min_samples_split': 5}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5451497077941894	0.17600080206740526	0.03511466979980469	0.003834838812117475	gini	2	20	10	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 20, 'min_samples_split': 10}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.57037615776062	0.10651139339739316	0.036311769485473634	0.004093266389445477	gini	2	20	20	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 20, 'min_samples_split': 20}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.491304874420166	0.09501233852611748	0.035224103927612306	0.0017701506989996306	gini	2	20	30	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 20, 'min_samples_split': 30}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5004827976226807	0.1085023119576906	0.035810422897338864	0.004357459787642921	gini	2	20	50	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 20, 'min_samples_split': 50}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5657678604125977	0.12519817856147436	0.03560757637023926	0.003930150507517322	gini	2	20	100	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 20, 'min_samples_split': 100}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5339579582214355	0.08598265762921481	0.039808225631713864	0.006145043848052811	gini	2	30	2	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 30, 'min_samples_split': 2}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.552175998687744	0.09066053989572788	0.035608768463134766	0.00441048448161683	gini	2	30	5	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 30, 'min_samples_split': 5}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.550513744354248	0.11652767569007012	0.033314752578735354	0.0017222600729605918	gini	2	30	10	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 30, 'min_samples_split': 10}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5107306957244875	0.12102009023110519	0.0346168041229248	0.002422951684001574	gini	2	30	20	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 30, 'min_samples_split': 20}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5561620235443114	0.1688225531060831	0.039127016067504884	0.009112339367340743	gini	2	30	30	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 30, 'min_samples_split': 30}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5918374061584473	0.1371459105009096	0.03300771713256836	0.0022798104430866895	gini	2	30	50	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 30, 'min_samples_split': 50}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5012402057647707	0.06417778620051372	0.03941631317138672	0.006081483870672911	gini	2	30	100	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 30, 'min_samples_split': 100}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.547351598739624	0.10436615944955516	0.035609102249145506	0.002419296245314925	gini	2	50	2	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 50, 'min_samples_split': 2}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.5052387714385986	0.06526711264622811	0.03332986831665039	0.001463462293355202	gini	2	50	5	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 50, 'min_samples_split': 5}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.541206645965576	0.051927267872264156	0.03590826988220215	0.0033837167060794993	gini	2	50	10	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 50, 'min_samples_split': 10}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
2.45634765625	0.009295498522910634	0.039525747299194336	0.002419092468513971	gini	2	50	20	{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 50, 'min_samples_split': 20}	0.7147670482024827	0.7156859584072223	0.7168708689343866	0.7166209898436241	0.7155305137071877	0.7158950758189807	0.0007652718868591899	883
